char_name,episode,line
Beatrice,Episode 3: Schooltown Follies,"Hold on, Wirt. Let me get to my point."
Wirt,Episode 3: Schooltown Follies,Fine.
Beatrice,Episode 3: Schooltown Follies,"See, Greg? No willpower whatsoever."
Wirt,Episode 3: Schooltown Follies,Hrmph!
Beatrice,Episode 3: Schooltown Follies,You need to be more like that.
Greg,Episode 3: Schooltown Follies,But that doesn't really sound that fun.
Beatrice,Episode 3: Schooltown Follies,"The world is a miserable place, Greg. Life isn't fun."
Greg,Episode 3: Schooltown Follies,"Then I'll do what I need to do, I guess."
Beatrice,Episode 3: Schooltown Follies,"Thank you. We'll just focus on getting you guys to Adelaide's so I can wash my hands of this whole affair, and if you could pick up the pace a bit, that'd be great, okay? Okay? Hey, where's Greg?"
Wirt,Episode 3: Schooltown Follies,"Oh. Uh, wandered off, I guess."
Beatrice,Episode 3: Schooltown Follies,Cheese and crackers!
Greg,Episode 3: Schooltown Follies,We need to do our part to make the world a better place!
Greg,Episode 3: Schooltown Follies,Yeah.
Greg,Episode 3: Schooltown Follies,Huh? Whoa!
Greg,Episode 3: Schooltown Follies,School?!  Not today.
Wirt,Episode 3: Schooltown Follies,Greg! Greg! Greg?
Miss Langtree,Episode 3: Schooltown Follies,Excuse me?
Miss Langtree,Episode 3: Schooltown Follies,"Please, take your seat, children. You're late. You know the rules -- ""Once the bell has run, class has begun."""
Beatrice,Episode 3: Schooltown Follies,"Oh, sorry, everybody. Sorry. No, he doesn't have a brain. He can't learn anything. Let's go, wirt. Come on.  Here, boy."
Wirt,Episode 3: Schooltown Follies,What? Did you say something? I can't hear you because I'm too busy doing what I'm told.
Beatrice,Episode 3: Schooltown Follies,"What? What are you --  no, no. Let's go."
Wirt,Episode 3: Schooltown Follies,"Oh, no. See, I'm a pushover, remember? I have to do what she tells me to do."
Beatrice,Episode 3: Schooltown Follies,"Ohh. Wirt, your brother could be in trouble somewhere."
Greg,Episode 3: Schooltown Follies,Ha-Ha! Yeah!
Beatrice,Episode 3: Schooltown Follies,Bluebirds have a short life span. You two are literally killing me every moment I'm forced to spend with you.
Wirt,Episode 3: Schooltown Follies,Oh.
Miss Langtree,Episode 3: Schooltown Follies,"Young man, I will not stand for such nonsense in my classroom. I got enough nonsense from that no good, two-timing, low-down handsome man of mine. Oh, Jimmy Brown, why did you have to leave me so? And now, with my father threatening to close the school and that wild gorilla on the loose, why, Jimmy, I just have one thing to say..."
Miss Langtree,Episode 3: Schooltown Follies,"""A"" is for the apple that he gave to me, But I found a worm inside. ""B"" is for beloved that I call to him before he-"
Beatrice,Episode 3: Schooltown Follies,Oof. That lady's got some baggage.
Miss Langtree,Episode 3: Schooltown Follies,"What's that? Young man, go to the dunce box."
Wirt,Episode 3: Schooltown Follies,"Oh. Sure, Okay."
Beatrice,Episode 3: Schooltown Follies,"No, No."
Wirt,Episode 3: Schooltown Follies,Sure. Wirt gets up from his seat and proceeds to put himself into the dunce box.
Beatrice,Episode 3: Schooltown Follies,"No, No."
Beatrice,Episode 3: Schooltown Follies,Aw.
Miss Langtree,Episode 3: Schooltown Follies,"Now, where were we? Oh, yes. ""G"" is for the gentlemen I thought he was When he first said hi,"
Greg,Episode 3: Schooltown Follies,"So, my theory is hot dogs are not actually dogs, regardless of what they teach you in school. But you guys don't go to school, huh? I'm gonna stick with you guys."
Greg,Episode 3: Schooltown Follies,"Ha-ha! Hey, I got an idea. Let's play ""Two old cat."" do you guys know how to play ""Two old cat""? It's fun. I'll show you. Here we go. Here's one old cat. Greg brings up an old looking cat.  The deer in the crowd picks up another, much older cat. It dons a beard and spectacles, and hold a cane."
Greg,Episode 3: Schooltown Follies,You found another one! Wait. No. I think that cat is too old.
Very Old Cat,Episode 3: Schooltown Follies,Rowr.
Greg,Episode 3: Schooltown Follies,"Sorry, kitty. We'll have to find another old cat. Hey, jeffrey, I think there's one behind you!"
Greg,Episode 3: Schooltown Follies,GORILLA! RUN!
Miss Langtree,Episode 3: Schooltown Follies,"And “Y”, yes “Y”, Is the question that’s on my mind. Oh why,"
Beatrice,Episode 3: Schooltown Follies,"Hey, dunce. This is dreadful!"
Wirt,Episode 3: Schooltown Follies,Good. I'm glad you feel that way.
Miss Langtree,Episode 3: Schooltown Follies,I remember like -- huh?
Greg,Episode 3: Schooltown Follies,GORILLA!
Miss Langtree,Episode 3: Schooltown Follies,"Mealtime already? Well, come along children."
Gorilla,Episode 3: Schooltown Follies,Huh?
Gorilla,Episode 3: Schooltown Follies,Aah!
Greg,Episode 3: Schooltown Follies,Mm-Hmm.
Miss Langtree,Episode 3: Schooltown Follies,"We don't want to be late for mealtime. My father will be visiting today, and we'll need to be on our best behavior."
Greg,Episode 3: Schooltown Follies,"QUICK! IN HERE!  Oh, boy! Mealtime! This is way better than being chased by a gorilla."
Greg,Episode 3: Schooltown Follies,"Aw, what's the matter? Mm. Kind of bland."
Beatrice,Episode 3: Schooltown Follies,"Hey, nobody ordered you to eat yet."
Wirt,Episode 3: Schooltown Follies,"Yeah, but... mm."
Greg,Episode 3: Schooltown Follies,Hmm.
Miss Langtree,Episode 3: Schooltown Follies,Ohh.
Greg,Episode 3: Schooltown Follies,"Hey! I know what to do! Here, Miss Langtree. Play something like this."
Miss Langtree,Episode 3: Schooltown Follies,"Oh, like this?"
Greg,Episode 3: Schooltown Follies,Mm...Good enough.
Greg,Episode 3: Schooltown Follies,"Oh, potatoes and molasses If you want some, oh, just ask us They're warm and soft like puppies in socks Filled with cream and candy rocks Oh, potatoes and molasses They're so much sweeter than algebra classes If your stomach is grumblin' and your mouth starts a-mumblin' There is only one thing to keep your brain from crumblin' Oh, potatoes and molasses If you can't see 'em, put on your glasses They're shiny and large like a fisherman's barge You know you've eat enough when you start seeing stars Oh, potatoes and molasses It's the only thing left on your task list They're short and stout to make everyone shout For, potatoes and molasses For, potatoes and-"
Mr. Langtree,Episode 3: Schooltown Follies,THAT'S ENOUGH!
Miss Langtree,Episode 3: Schooltown Follies,Father
Mr. Langtree,Episode 3: Schooltown Follies,Is this what I've been paying for?!
Greg,Episode 3: Schooltown Follies,"Hey, we just wanted to have a little fun."
Mr. Langtree,Episode 3: Schooltown Follies,"I didn't invest in this school for fun. I thought we were trying to do important work here, teaching animals to count and spell."
Miss Langtree,Episode 3: Schooltown Follies,"We are! Oh, please, Father, don't close the school. It won't happen again."
Mr. Langtree,Episode 3: Schooltown Follies,I should say it won't.
Mr. Langtree,Episode 3: Schooltown Follies,THIS...
School House Deer,Episode 3: Schooltown Follies,PBHT!
Mr. Langtree,Episode 3: Schooltown Follies,...THIS...
Mr. Langtree,Episode 3: Schooltown Follies,...And this are all coming with me. Now send them to bed!
Miss Langtree,Episode 3: Schooltown Follies,You heard Father. Off to bed with you.
Greg,Episode 3: Schooltown Follies,"I just wanted to have fun, change the world, and make it a better place. But I just made everything worse."
Beatrice,Episode 3: Schooltown Follies,"Okay, Wirt, I'll admit it -- you seem like a pushover, but you're not."
Wirt,Episode 3: Schooltown Follies,Oh?
Beatrice,Episode 3: Schooltown Follies,"Deep down in your heart, you're a stubborn jerk. When are you gonna give this up?"
Wirt,Episode 3: Schooltown Follies,Maybe never. Maybe I'll never give this up.
Greg,Episode 3: Schooltown Follies,"Hmm. Yeah! Wirt's right -- never give up! Come on, Wirt. Let's go save the day."
Wirt,Episode 3: Schooltown Follies,"Okay, if you say so"
Greg,Episode 3: Schooltown Follies,Come on.
Wirt,Episode 3: Schooltown Follies,"So, what's the plan, Greg?"
Greg,Episode 3: Schooltown Follies,Plan? Ohh. I don't know.
Mr. Langtree,Episode 3: Schooltown Follies,"Ohh! Who would've thought making a primer school for animals was a bad idea? My life savings, my home -- everything I had went into that dear, dear school. And now I'm forced to sell these instruments just to keep it open. All the while that loathsome Jimmy Brown is off gallivanting who knows where! Not to mention that wild gorilla on the loose.  if only something would go right for a change."
Greg,Episode 3: Schooltown Follies,"Okay, I think he's asleep. Let's go steal his stuff."
Wirt,Episode 3: Schooltown Follies,What?
Mr. Langtree,Episode 3: Schooltown Follies,The instruments! They've been stolen! Who would do such a thing?! Huh?
Concert Guest,Episode 3: Schooltown Follies,Here you go.
Concert Guest,Episode 3: Schooltown Follies,"Oh, here you go, Sonny."
Mr. Langtree,Episode 3: Schooltown Follies,What is this?
Wirt,Episode 3: Schooltown Follies,It's a benefit concert for the school.
Miss Langtree,Episode 3: Schooltown Follies,"Ah, isn't it grand -- all these fine people giving out of the goodness of their hearts?  not like my Jimmy Brown."
Beatrice,Episode 3: Schooltown Follies,"Ohh, here we go."
Miss Langtree,Episode 3: Schooltown Follies,All he ever did was steal my heart away.
Greg,Episode 3: Schooltown Follies,GORILLA!
Miss Langtree,Episode 3: Schooltown Follies,AAH!
Mr. Langtree,Episode 3: Schooltown Follies,"Young man, do something!"
Wirt,Episode 3: Schooltown Follies,Uh...
Wirt,Episode 3: Schooltown Follies,Whoa!
Jimmy,Episode 3: Schooltown Follies,Finally.
Miss Langtree,Episode 3: Schooltown Follies,Jimmy?
Jimmy,Episode 3: Schooltown Follies,"That's right, Darlin'. I was the gorilla."
Miss Langtree,Episode 3: Schooltown Follies,But why did you do it?
Jimmy,Episode 3: Schooltown Follies,"Got a job in the circus so's I could finally buy ya that wedding ring. But when I got stuck in the dang suit, everybody was too doggone scared to help me out."
Miss Langtree,Episode 3: Schooltown Follies,"Aw, Jimmy. Oh!"
Jimmy,Episode 3: Schooltown Follies,Darlin'.
Mr. Langtree,Episode 3: Schooltown Follies,I guess the world really is as sweet as potatoes and molasses.
Greg,Episode 3: Schooltown Follies,"Oh, potatoes and molasses, If you want some..."
Wirt,Episode 3: Schooltown Follies,"So, want me to tell Greg it's time to get going?"
Beatrice,Episode 3: Schooltown Follies,"Nah, let him have his fun."
Greg,Episode 3: Schooltown Follies,Filled with cream and candy and rocks
Beatrice,Episode 3: Schooltown Follies,"Hey, Wirt."
Wirt,Episode 3: Schooltown Follies,Yeah?
Beatrice,Episode 3: Schooltown Follies,Tie your shoe.
Wirt,Episode 3: Schooltown Follies,Hmm. Oh. Mm. Okay.
Greg,Episode 3: Schooltown Follies,...algebra classes If your stomach is grumblin' and your mouth...
Carriage Driver,Episode 4: Songs of the Dark Lantern,STOP! NO!
Carriage Driver,Episode 4: Songs of the Dark Lantern,"OH, NO! THE BEAST IS UPON ME!"
Greg,Episode 4: Songs of the Dark Lantern,SHH!
Wirt,Episode 4: Songs of the Dark Lantern,"Greg, is there a beast out there?"
Greg,Episode 4: Songs of the Dark Lantern,mmmm...  I found a duck Do you know how to make eggs from a duck? I’m hungry…
Wirt,Episode 4: Songs of the Dark Lantern,What about the beast?
Carriage Driver,Episode 4: Songs of the Dark Lantern,THE BEAST IS UPON ME!
Greg,Episode 4: Songs of the Dark Lantern,I didn’t see any beast. That driver is nuts… mmm nuts…
Wirt,Episode 4: Songs of the Dark Lantern,"WHEW! WELL, THAT'S GOOD."
Beatrice,Episode 4: Songs of the Dark Lantern,Good?! That crazy driver is taking us way off course!
Wirt,Episode 4: Songs of the Dark Lantern,Really?
Beatrice,Episode 4: Songs of the Dark Lantern,"Yeah, who knows where we are by now with that guy acting all banannas-"
Greg,Episode 4: Songs of the Dark Lantern,"ooo, banana nut duck bread…"
Greg,Episode 4: Songs of the Dark Lantern,Wooahh  standing in one of the second story windows looking at them)
Beatrice,Episode 4: Songs of the Dark Lantern,"WELL, FINALLY SOME GOOD LUCK. LET'S GO TO THIS CREEPY TAVERN AND ASK FOR SOME DIRECTIONS."
Wirt,Episode 4: Songs of the Dark Lantern,BUT...
Wirt,Episode 4: Songs of the Dark Lantern,"BUT IT'S CREEPY. WHY DON'T YOU GUYS GO ASK FOR DIRECTIONS, AND I'LL JUST WAIT OUT -- NO, WAIT, I-I DON'T WANT TO BE OUT HERE BY MYSELF. HOW ABOUT YOU GUYS --"
Beatrice,Episode 4: Songs of the Dark Lantern,JUST GO TO THE TAVERN!
Wirt,Episode 4: Songs of the Dark Lantern,OKAY! BUT YOU ASK FOR DIRECTIONS.
Beatrice,Episode 4: Songs of the Dark Lantern,"FINE, YEAH, I'LL DO EVERYTHING."
Greg,Episode 4: Songs of the Dark Lantern,I'M HUNGRY.
Beatrice,Episode 4: Songs of the Dark Lantern,Go on!
Wirt,Episode 4: Songs of the Dark Lantern,I-IT'S STUCK. OH.
Wirt,Episode 4: Songs of the Dark Lantern,"E-EXCUSE ME, THERE. EXCUSE ME. HMM?"
Greg,Episode 4: Songs of the Dark Lantern,YOU. WAIT. HERE. I'LL GET SOME FOOD.
Wirt,Episode 4: Songs of the Dark Lantern,"WELL, AT LEAST IT HAS MUSIC."
Tavern Lady,Episode 4: Songs of the Dark Lantern,"WELL, HEY, THERE, PEACH POT. WHATCHA DOING AROUND -- HEY, WHAT'S THAT BIRD YOU GOT THERE?"
Wirt,Episode 4: Songs of the Dark Lantern,IT'S A --
Beatrice,Episode 4: Songs of the Dark Lantern,I AM BEATRICE! THESE TWO SWEET KIDS AND I GOT A BIT LOST IN THE -- AAH!
Tavern Lady,Episode 4: Songs of the Dark Lantern,NO BIRDS ALLOWED IN MY TAVERN!
Beatrice,Episode 4: Songs of the Dark Lantern,NO BIRDS ALLOWED IN YOUR --
Tavern Lady,Episode 4: Songs of the Dark Lantern,IT'S A BAD OMEN WHEN A BLUEBIRD ENTERS THROUGH YOUR DOOR. IT'S BAD LUCK!
Beatrice,Episode 4: Songs of the Dark Lantern,"LADY, BLUEBIRDS ARE GOOD LUCK! WE BRING JOY AND HAPPINESS TO THE -- AAH!"
Tavern Lady,Episode 4: Songs of the Dark Lantern,"GOOD LUCK, BAD LUCK -- I DON'T NEED ANY OF IT!"
Beatrice,Episode 4: Songs of the Dark Lantern,"CURSE YOU, LADY! CURSE YOU! YOU'LL DIE SOMEDAY, AND I'LL LAUGH -- LAUGH!"
Wirt,Episode 4: Songs of the Dark Lantern,OHH!
Beatrice,Episode 4: Songs of the Dark Lantern,"FORGET THIS. I'M OUT OF HERE. WIRT, YOU GET DIRECTIONS."
Wirt,Episode 4: Songs of the Dark Lantern,"W-WAIT, NO. I-I DON'T WANT TO --"
Beatrice,Episode 4: Songs of the Dark Lantern,JUST DO IT!
Tavern Lady,Episode 4: Songs of the Dark Lantern,"WHO ARE YOU TWO ANYWAY, BRINGING BAD LUCK TO MY TAVERN?"
Wirt,Episode 4: Songs of the Dark Lantern,"I'M WIRT, AND THIS IS GREGORY."
Greg,Episode 4: Songs of the Dark Lantern,AND THAT'S A HORSE!
Tavern Lady,Episode 4: Songs of the Dark Lantern,"THAT'S GREAT, BUT WHO ARE YOU?"
Wirt,Episode 4: Songs of the Dark Lantern,"I'M...WIRT. I'M -- I'M JUST A-A GUY, I-I GUESS. UM, W-WHAT DO YOU MEAN?"
Tavern Lady,Episode 4: Songs of the Dark Lantern,"WELL, HE'S THE BUTCHER..."
The Butcher,Episode 4: Songs of the Dark Lantern,I'M THE BUTCHER.
Tavern Lady,Episode 4: Songs of the Dark Lantern,...THE BAKER...
The Baker,Episode 4: Songs of the Dark Lantern,YEAH!
Tavern Lady,Episode 4: Songs of the Dark Lantern,...THE MIDWIFE...
Tavern Lady,Episode 4: Songs of the Dark Lantern,...THE MASTER AND APPRENTICE... THE TAILOR.
Tavern Lady,Episode 4: Songs of the Dark Lantern,AND I'M THE TAVERN KEEPER. WHO ARE YOU?!
Greg,Episode 4: Songs of the Dark Lantern,I'M HUNGRY!
Wirt,Episode 4: Songs of the Dark Lantern,"I-I-I DON'T KNOW. I DON'T REALLY LIKE LABELS. I'M JUST SORT OF, LIKE, MYSELF, YOU KNOW?"
The Master,Episode 4: Songs of the Dark Lantern,MAYBE HE'S SIMPLE.
Wirt,Episode 4: Songs of the Dark Lantern,"NO, I-I'M JUST  I'M JUST LOST. SEE, W-WE'RE TRYING TO GET TO --"
The Highwayman,Episode 4: Songs of the Dark Lantern,I'M THE HIGHWAYMAN.
Wirt,Episode 4: Songs of the Dark Lantern,"OKAY, GOOD TO KNOW. WELL, SO, YOU SEE --"
The Highwayman,Episode 4: Songs of the Dark Lantern,I'M THE HIGHWAYMAN I MAKE ENDS MEET JUST LIKE ANY MAN I WORK WITH MY HANDS IF YOU CROSS MY PATH
The Highwayman,Episode 4: Songs of the Dark Lantern,I'LL KNOCK YOU OUT DRAG YOU OFF THE ROAD STEAL YOUR SHOES FROM OFF YOUR FEET I'M THE HIGHWAYMAN AND I MAKE ENDS MEE-E-E-E-T
Beatrice,Episode 4: Songs of the Dark Lantern,HEY.
Beatrice,Episode 4: Songs of the Dark Lantern,ARE YOU WEARING LIPSTICK?
Horse,Episode 4: Songs of the Dark Lantern,"In the distance, a melodious voice can be heard from the woods."
The Beast,Episode 4: Songs of the Dark Lantern,TRA LA LA LA
Beatrice,Episode 4: Songs of the Dark Lantern,HMM? WHO'S OUT THERE?
The Beast,Episode 4: Songs of the Dark Lantern,CHOP THE WOOD TO LIGHT THE FIRE
Beatrice,Episode 4: Songs of the Dark Lantern,WHAT KIND OF PERSON GOES OUT CHOPPING TREES IN THE MIDDLE OF A THUNDERSTORM AT NIGHT?
The Beast,Episode 4: Songs of the Dark Lantern,TISN'T MUCH THAT I REQUIRE
Beatrice,Episode 4: Songs of the Dark Lantern,WHAT KIND OF A PERSON TALKS TO A HORSE?
Beatrice,Episode 4: Songs of the Dark Lantern,OOH-AH.
Wirt,Episode 4: Songs of the Dark Lantern,HMM.
Wirt,Episode 4: Songs of the Dark Lantern,EXCUSE ME?
The Toymaker,Episode 4: Songs of the Dark Lantern,HUH?
Wirt,Episode 4: Songs of the Dark Lantern,"I WAS WONDERING IF YOU KNEW THE WAY -- UH, I MEAN, I-I'M -- HER NAME IS ADELAIDE, AND --"
The Toymaker,Episode 4: Songs of the Dark Lantern,"OH, IT'S A GIRL YOU'RE AFTER, EH?"
Wirt,Episode 4: Songs of the Dark Lantern,"NO! I-I MEAN, YES, BUT --"
The Toymaker,Episode 4: Songs of the Dark Lantern,"OH, YOU'RE NOT THE WITLESS SIMPLE-MINDED FOOL EVERYBODY TAKES YOU FOR."
Wirt,Episode 4: Songs of the Dark Lantern,EVERYONE THINKS I'M --
The Toymaker,Episode 4: Songs of the Dark Lantern,YOU'RE THE YOUNG LOVER.
Wirt,Episode 4: Songs of the Dark Lantern,"WHAT? YOUNG LOVER? NO, UH --"
The Toymaker,Episode 4: Songs of the Dark Lantern,IF YOU REALLY WANT TO GET WITH THIS ADELAIDE GAL...
Wirt,Episode 4: Songs of the Dark Lantern,"I-I DON'T. I-I MEAN, I-I --"
The Toymaker,Episode 4: Songs of the Dark Lantern,"WELL, HERE'S WHAT YOU DO."
The Toymaker,Episode 4: Songs of the Dark Lantern,"WRITE A LOVING LETTER, BOY THAT SWOOPS AND SWEEPS AND CURLS CALLIGRAPHER'S JUST THE THING TO HELP YOU WIN YOUR GIRL THEN YOU'LL NEED TO DRESS UP SMART THE TAILOR'S HERE BY CHANCE HE'LL STITCH YOUR TROUSERS, HOLE YOUR BELT, IN FINE COUTURE OF FRANCE YOUR SHOES, MY GOODNESS, HOW THEY'RE WORN, BUT YOU'RE TOO YOUNG TO KNOW NOTHING COURTS A WOMAN'S SCORN MORE THAN SCUFFS ON THE TOE THE COBBLER CAN ATTEND TO THAT MEANWHILE, YOU MUST HAVE CAKE THE BAKER AND PATISSIER NEED WORK FOR GOODNESS SAKE HIGH, DEE, DIDDLY, UM-DE-DUM-DE-DAY WHAT A MERRY TIME WE'LL HAVE UPON YOUR WEDDING DAY"
Wirt,Episode 4: Songs of the Dark Lantern,WHAT?
The Toymaker,Episode 4: Songs of the Dark Lantern,"HIGH, DEE, DIDDLY, UM-DE-DUM-DE-DAY THERE'S WORK FOR ALL WHEN LITTLE BOYS GET MARRIED"
Wirt,Episode 4: Songs of the Dark Lantern,"NO, NO, NO, NO. Y-YOU GUYS, I-I-I'M NOT GETTING MARRIED. I'M JUST TRYING TO FIND --"
The Toymaker,Episode 4: Songs of the Dark Lantern,THAT POINTY CONE UPON YOUR HEAD
Wirt,Episode 4: Songs of the Dark Lantern,"OH, NO, PLEASE."
The Toymaker,Episode 4: Songs of the Dark Lantern,YOU CAN'T BE WEARING THAT
Beatrice,Episode 4: Songs of the Dark Lantern,"MM.  IF I HAVE TO BE OUTSIDE, THEN THOSE JOKERS DO, TOO."
Greg,Episode 4: Songs of the Dark Lantern,"OH, HEY, BEATRICE! DO YOU WANT SOME FOOD, TOO?"
Beatrice,Episode 4: Songs of the Dark Lantern,NO. HOW'S WIRT DOING GETTING DIRECTIONS?
Greg,Episode 4: Songs of the Dark Lantern,"MM, PRETTY GOOD."
The Toymaker,Episode 4: Songs of the Dark Lantern,"HIGH, DEE, DIDDLY, UM-DE-DUM-DE-DAY WHAT A MERRY TIME WE'LL HAVE UPON YOUR WEDDING DAY"
The Toymaker,Episode 4: Songs of the Dark Lantern,"HIGH, DEE, DIDDLY"
Beatrice,Episode 4: Songs of the Dark Lantern,"WHAT ABOUT THAT WOODSMAN? I BET HE KNOWS THESE WOODS BETTER THAN ANYBODY, HUH?  ALL RIGHT, HORSE, GOOD RIDDANCE!"
Horse,Episode 4: Songs of the Dark Lantern,LOVER! LOVER!
Wirt,Episode 4: Songs of the Dark Lantern,"NO, Y-YOU GUYS, ADELAIDE ISN'T -- I-I'M JUST --"
The Midwife,Episode 4: Songs of the Dark Lantern,"YOUNG LOVER, SING US YOUR LOVE SONG!"
Wirt,Episode 4: Songs of the Dark Lantern,LOVE SONG?
The Butcher,Episode 4: Songs of the Dark Lantern,"YEAH, LOVER! SING US YOUR LOVE SONG!"
Wirt,Episode 4: Songs of the Dark Lantern,"NO, I-I-I DON'T HAVE A --"
Tavern Crowd,Episode 4: Songs of the Dark Lantern,"SING, LOVER, SING!"
Wirt,Episode 4: Songs of the Dark Lantern,NO.
Tavern Crowd,Episode 4: Songs of the Dark Lantern,"SING, LOVER, SING! The Midwife carries Wirt to the stage, and throws him there."
Wirt,Episode 4: Songs of the Dark Lantern,"MIDWIFE, NO. AAH! OHH!"
Tavern Crowd,Episode 4: Songs of the Dark Lantern,"SING, LOVER, SING! SING, LOVER, SING! SING, LOVER, SING! SING, BOY, SING!"
Wirt,Episode 4: Songs of the Dark Lantern,"MY NAME IS WIRT, AND HIS NAME IS GREG WE'RE RELATED 'CAUSE MY MOM REMARRIED AND THEN GAVE BIRTH TO HIM WITH MY STEPDAD   WE'RE NOT FROM AROUND HERE CAN YOU ALL GIVE ME SOME DIRECTIONS TODAY? SO WE CAN BE ON OUR  WA-A-A-Y"
The Butcher,Episode 4: Songs of the Dark Lantern,THIS AIN'T NO LOVE SONG.
The Tailor,Episode 4: Songs of the Dark Lantern,IT'S A METAPHOR.
Tavern Lady,Episode 4: Songs of the Dark Lantern,"KEEP IT TOGETHER, TAILOR."
The Butcher,Episode 4: Songs of the Dark Lantern,HEY!
Wirt,Episode 4: Songs of the Dark Lantern,"UH, YES?"
The Butcher,Episode 4: Songs of the Dark Lantern,I KNOW WHAT YOU ARE! YOU'RE A PILGRIM!
Wirt,Episode 4: Songs of the Dark Lantern,"WHAT? WHAT, LIKE THE -- THE GUYS WHO EAT TURKEY AND CRANBERRY SAUCE?"
The Butcher,Episode 4: Songs of the Dark Lantern,"NO, YOU'RE A PILGRIM!"
Wirt,Episode 4: Songs of the Dark Lantern,A PILGRIM?
The Butcher,Episode 4: Songs of the Dark Lantern,YOU'RE A TRAVELER ON A SACRED JOURNEY.
The Master,Episode 4: Songs of the Dark Lantern,YOU'RE THE MASTER OF YOUR OWN DESTINY.
The Baker,Episode 4: Songs of the Dark Lantern,THE HERO OF YOUR OWN STORY!
Wirt,Episode 4: Songs of the Dark Lantern,A PILGRIM.
The Baker,Episode 4: Songs of the Dark Lantern,"TELL US YOUR FEATS, PILGRIM! WHAT OTHER CHALLENGES HAVE YOU OVERCOME?"
The Master,Episode 4: Songs of the Dark Lantern,"REGALE US WITH YOUR TRAVELS, PILGRIM!"
Greg,Episode 4: Songs of the Dark Lantern,"ONE TIME, WIRT FELL ON A GORILLA."
Greg,Episode 4: Songs of the Dark Lantern,AND HELPED ME FIND THIS FROG.
The Midwife,Episode 4: Songs of the Dark Lantern,MORE! TELL US MORE!
The Tailor,Episode 4: Songs of the Dark Lantern,TELL US MORE! LET THE CAT OUT OF THE BAG! WE WANT TO HEAR IT!
Wirt,Episode 4: Songs of the Dark Lantern,"AND, OH, UH, I MET THIS HELPFUL WOODSMAN WHO TOLD US WHICH DIRECTION TO GO TO AVOID THE BEAST."
Tavern Crowd,Episode 4: Songs of the Dark Lantern,"THE BEAST! >> THE BEAST. >> OH, GOODNESS."
Wirt,Episode 4: Songs of the Dark Lantern,"OH, YOU GUYS HAVE HEARD OF THE BEAST, TOO?"
Tavern Lady,Episode 4: Songs of the Dark Lantern,"WE ALL KNOW THE BEAST, PILGRIM."
Tavern Lady,Episode 4: Songs of the Dark Lantern,"HE LURKS OUT THERE IN THE UNKNOWN SEEKING THOSE WHO ARE FAR FROM HOME HOPING NEVER TO LET YOU RETURN >>  OOH-OOH, BETTER BEWARE OOH-OOH, THE BEAST IS OUT THERE OOH-OOH, BETTER BE WISE AND DON'T BELIEVE HIS LIES >>  >> FOR ONCE YOUR WILL BEGINS TO SPOIL HE'LL TURN YOU TO A TREE OF OIL AND USE YOU IN HIS LANTERN FOR TO BURN >>  >>"
Wirt,Episode 4: Songs of the Dark Lantern,"WAIT, WAIT, WAIT! LANTERN? THE WOODSMAN WAS THE GUY WITH THE WEIRD LANTERN, NOT THE BEAST."
Tavern Lady,Episode 4: Songs of the Dark Lantern,"PILGRIM, HE WHO CARRIES THE DARK LANTERN MUST BE THE BEAST."
Wirt,Episode 4: Songs of the Dark Lantern,"WHAT? NO, THE WOODSMAN'S A GOOD GUY. HE WARNED US OF THE BEAST AND TOLD US WHICH DIRECTION TO GO TO AVOID HIM."
Tavern Lady,Episode 4: Songs of the Dark Lantern,"AND NOW YOU'RE MORE LOST THAN EVER, HUH?"
Wirt,Episode 4: Songs of the Dark Lantern,"YEAH, BUT... OH, YEAH, HEY, CAN YOU GIVE US SOME DIRECTIONS? OUR FRIEND BEATRICE IS TRYING TO TAKE US TO ADELAIDE OF THE PASTURE, THE GOOD WOMAN OF THE WOODS. SHE CAN HELP US GET HOME."
The Apprentice,Episode 4: Songs of the Dark Lantern,"YOU DON'T NEED DIRECTIONS, PILGRIM. YOU FOLLOW THAT COMPASS INSIDE YOUR HEART."
Wirt,Episode 4: Songs of the Dark Lantern,"UH... NO, I THINK WE NEED DIRECTIONS."
Beatrice,Episode 4: Songs of the Dark Lantern,AAH!
Wirt,Episode 4: Songs of the Dark Lantern,BEATRICE!
Tavern Lady,Episode 4: Songs of the Dark Lantern,GO SAVE YOUR FRIEND AND GET YOURSELF HOME!  >> PILGRIM! >> YOU GOT IT!
Wirt,Episode 4: Songs of the Dark Lantern,"UH... OKAY. >> NEVER SAY DIE, NEVER SAY DIE!"
Wirt,Episode 4: Songs of the Dark Lantern,"OH, BOY, I GUESS I'M REALLY DOING THIS. HORSE, I'M JUST GONNA PRETEND LIKE I CAN RIDE YOU, ALL RIGHT?  >>"
Wirt,Episode 4: Songs of the Dark Lantern,BEATRICE?!  BEATRICE?  ANOTHER ONE OF THOSE TREES.
The Woodsman,Episode 4: Songs of the Dark Lantern,HALT! >>
Wirt,Episode 4: Songs of the Dark Lantern,IT'S YOU!
Greg,Episode 4: Songs of the Dark Lantern,"HEY, MR. WOODSMAN!"
The Woodsman,Episode 4: Songs of the Dark Lantern,I TOLD YOU TO LEAVE THESE WOODS!
Wirt,Episode 4: Songs of the Dark Lantern,BEATRICE! YOU'RE TURNING HER INTO AN EDELWOOD TREE!  YOU WERE THE BEAST ALL ALONG!
The Woodsman,Episode 4: Songs of the Dark Lantern,HUH?! >>
